r,h,k,n,infected,msgs
0,3,2,20,1,2
1,3,2,20,3,6
2,3,2,20,5,10
3,3,2,20,7,14
4,3,2,20,18,40
5,3,2,20,20,44
6,3,2,20,20,44
7,3,2,20,20,44
8,3,2,20,20,44
9,3,2,20,20,44
10,3,2,20,20,44
11,3,2,20,20,44
12,3,2,20,20,44
13,3,2,20,20,44
14,3,2,20,20,44
15,3,2,20,20,44
16,3,2,20,20,44
17,3,2,20,20,44
18,3,2,20,20,44
19,3,2,20,20,44
20,3,2,20,20,44
21,3,2,20,20,44
22,3,2,20,20,44
23,3,2,20,20,44
24,3,2,20,20,44
25,3,2,20,20,44
26,3,2,20,20,44
27,3,2,20,20,44
28,3,2,20,20,44
29,3,2,20,20,44
30,3,2,20,20,44
31,3,2,20,20,44
32,3,2,20,20,44
33,3,2,20,20,44
34,3,2,20,20,44
35,3,2,20,20,44
36,3,2,20,20,44
37,3,2,20,20,44
38,3,2,20,20,44
39,3,2,20,20,44
40,3,2,20,20,44
41,3,2,20,20,44
42,3,2,20,20,44
43,3,2,20,20,44
44,3,2,20,20,44
45,3,2,20,20,44
46,3,2,20,20,44
47,3,2,20,20,44
48,3,2,20,20,44
49,3,2,20,20,44
50,3,2,20,20,44
51,3,2,20,20,44
52,3,2,20,20,44
53,3,2,20,20,44
54,3,2,20,20,44
55,3,2,20,20,44
56,3,2,20,20,44
57,3,2,20,20,44
58,3,2,20,20,44
